SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,address
NGEE ANN SECONDARY SCHOOL,1,TAMPINES STREET 32,NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283,529283,41736.2154369308,37396.8577860836,1.35447525755806,103.956747262496,1    TAMPINES STREET 32
NORTH SPRING PRIMARY SCHOOL,1,RIVERVALE STREET,NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088,545088,35777.2005732814,40999.8398870248,1.38706146494859,103.903202683028,1    RIVERVALE STREET
RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP,1,RIVERVALE STREET,RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP,1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088,545088,35764.5011866931,41001.4272914324,1.38707582424175,103.903088569789,1    RIVERVALE STREET
MOE KINDERGARTEN @ NORTH VIEW,210,YISHUN AVENUE 6,MOE KINDERGARTEN @ NORTH VIEW,210 YISHUN AVENUE 6 MOE KINDERGARTEN @ NORTH VIEW SINGAPORE 768960,768960,29675.9396856809,45465.8669915069,1.42745159462566,103.848378442893,210  YISHUN AVENUE 6
NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29655.0564113865,45473.7925722394,1.42752327193727,103.848190787869,210  YISHUN AVENUE 6
TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29662.2004727796,45473.7919063438,1.42752326549687,103.848254983853,210  YISHUN AVENUE 6
MOE KINDERGARTEN @ NORTH VISTA,20,COMPASSVALE LINK,MOE KINDERGARTEN @ NORTH VISTA,20 COMPASSVALE LINK MOE KINDERGARTEN @ NORTH VISTA SINGAPORE 544974,544974,35005.0914893029,40501.0361976493,1.38255066171151,103.89626457548,20   Compassvale Link
NASCANS NORTH VISTA STUDENT CARE CENTRE,20,COMPASSVALE LINK,NASCANS NORTH VISTA STUDENT CARE CENTRE,20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974,544974,34959.4167083893,40538.9324094281,1.38289339218536,103.895854162476,20   Compassvale Link
NORTH VISTA PRIMARY SCHOOL,20,COMPASSVALE LINK,NORTH VISTA PRIMARY SCHOOL,20 COMPASSVALE LINK NORTH VISTA PRIMARY SCHOOL SINGAPORE 544974,544974,34971.4042828046,40531.0861005448,1.38282243016299,103.895961877928,20   Compassvale Link
NORTH VISTA SECONDARY SCHOOL,11,RIVERVALE LINK,NORTH VISTA SECONDARY SCHOOL,11 RIVERVALE LINK NORTH VISTA SECONDARY SCHOOL SINGAPORE 545081,545081,35330.5266452944,40344.0974890441,1.381131285358,103.899188813886,11   RIVERVALE LINK
NORTHBROOKS SECONDARY SCHOOL,585,YISHUN RING ROAD,NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692,768692,29316.3687516721,44731.7859666422,1.42081285020652,103.845147332528,585  YISHUN RING ROAD
NASCANS NORTHLAND STUDENT CARE CENTRE,15,YISHUN AVENUE 4,NASCANS NORTHLAND STUDENT CARE CENTRE,15 YISHUN AVENUE 4 NASCANS NORTHLAND STUDENT CARE CENTRE SINGAPORE 769026,769026,28831.785990159,44786.0974140298,1.42130404159807,103.840792923345,15   YISHUN AVENUE 4
NORTHLAND PRIMARY SCHOOL,15,YISHUN AVENUE 4,NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4 NORTHLAND PRIMARY SCHOOL SINGAPORE 769026,769026,28846.8654693784,44749.1496797893,1.42096989918951,103.840928424929,15   YISHUN AVENUE 4
NORTHLAND SECONDARY SCHOOL,3,YISHUN STREET 22,NORTHLAND SECONDARY SCHOOL,3 YISHUN STREET 22 NORTHLAND SECONDARY SCHOOL SINGAPORE 768578,768578,28755.1906477995,46389.1900489908,1.43580183362637,103.840104687784,3    YISHUN STREET 22
NORTHLIGHT SCHOOL,151,TOWNER ROAD,NORTHLIGHT SCHOOL,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830,327830,30497.4603147702,33484.9283776525,1.3191002158167,103.85575955353,151  Towner Road
MOE KINDERGARTEN @ NORTHOAKS,61,SEMBAWANG DRIVE,MOE KINDERGARTEN @ NORTHOAKS,61 SEMBAWANG DRIVE MOE KINDERGARTEN @ NORTHOAKS SINGAPORE 757622,757622,25858.5709089329,48769.5280026253,1.45732867302094,103.814075611175,61   Sembawang Drive
NORTHOAKS PRIMARY SCHOOL,61,SEMBAWANG DRIVE,NORTHOAKS PRIMARY SCHOOL,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,757622,25872.0767556792,48689.8195981402,1.45660782030102,103.814196981329,61   Sembawang Drive
PCF SPARKLETOTS KCARE CENTRE @ NORTHOAKS,61,SEMBAWANG DRIVE,PCF SPARKLETOTS KCARE CENTRE @ NORTHOAKS,61 SEMBAWANG DRIVE PCF SPARKLETOTS KCARE CENTRE @ NORTHOAKS SINGAPORE 757622,757622,25812.3134693326,48703.4928571042,1.45673147161879,103.813659945178,61   Sembawang Drive
THOMSON HILLS ESTATE,61,SEMBAWANG HILLS DRIVE,THOMSON HILLS ESTATE,61 SEMBAWANG HILLS DRIVE THOMSON HILLS ESTATE SINGAPORE 575923,575923,27752.3088307409,39750.1137034297,1.37576042556154,103.831092893851,61   Sembawang Drive
WHEE!CANOPUS STUDENT CARE @ NORTHOAKS PRIMARY SCHOOL,61,SEMBAWANG DRIVE,WHEE!CANOPUS STUDENT CARE @ NORTHOAKS PRIMARY SCHOOL,61 SEMBAWANG DRIVE WHEE!CANOPUS STUDENT CARE @ NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,757622,25815.4884597529,48691.586582493,1.45662379586093,103.813688476692,61   Sembawang Drive
MOE KINDERGARTEN @ NORTHSHORE,30,NORTHSHORE DRIVE,MOE KINDERGARTEN @ NORTHSHORE,30 NORTHSHORE DRIVE MOE KINDERGARTEN @ NORTHSHORE SINGAPORE 828671,828671,35993.4941017935,44467.6734127142,1.41842322079348,103.905147201163,30   Northshore Drive
NORTHSHORE PRIMARY SCHOOL,30,NORTHSHORE DRIVE,NORTHSHORE PRIMARY SCHOOL,30 NORTHSHORE DRIVE NORTHSHORE PRIMARY SCHOOL SINGAPORE 828671,828671,35912.2240812248,44436.1362924408,1.41813803336667,103.904416909742,30   Northshore Drive
YMCA STUDENT CARE CENTRE @ NORTHSHORE,30,NORTHSHORE DRIVE,YMCA STUDENT CARE CENTRE @ NORTHSHORE,30 NORTHSHORE DRIVE YMCA STUDENT CARE CENTRE @ NORTHSHORE SINGAPORE 828671,828671,36000.8250377178,44463.5382613149,1.41838582194822,103.905213074925,30   Northshore Drive
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20,CLEMENTI AVENUE 1,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129957,129957,20882.5747099025,32098.8705946617,1.30656448055686,103.769365156929,20   Clementi Avenue 1
MOE KINDERGARTEN @ OASIS,71,EDGEFIELD PLAINS,MOE KINDERGARTEN @ OASIS,71 EDGEFIELD PLAINS MOE KINDERGARTEN @ OASIS SINGAPORE 828716,828716,36667.1550856009,42991.3663999084,1.40507184758584,103.911200193835,71   Edgefield Plains
OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36658.2990973163,42941.8599344008,1.40462413200793,103.911120600638,71   Edgefield Plains
YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36633.3703859271,42923.6562544368,1.4044595121197,103.910896590133,71   Edgefield Plains
KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL),48,FIDELIO STREET,KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL),48 FIDELIO STREET KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL) SINGAPORE 458436,458436,38064.4274895079,33581.1396132912,1.31996876377748,103.923752668632,48   FIDELIO STREET
OPERA ESTATE PRIMARY SCHOOL,48,FIDELIO STREET,OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,458436,38068.3909911709,33509.3080883529,1.31931914436255,103.923788259248,48   FIDELIO STREET
ORCHID PARK SECONDARY SCHOOL,10,YISHUN STREET 81,ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454,768454,28505.3110986585,44124.4476742018,1.41532032779634,103.837859241343,10   YISHUN STREET 81
OUTRAM SECONDARY SCHOOL,3,YORK HILL,OUTRAM SECONDARY SCHOOL,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622,168622,28423.8747252515,29881.6544933487,1.28651357464735,103.837127264403,3    YORK HILL
PALM VIEW PRIMARY SCHOOL,150,COMPASSVALE BOW,PALM VIEW PRIMARY SCHOOL,150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822,544822,34458.6783197625,40635.7654705234,1.38376923022123,103.891354675017,150  Compassvale Bow
PRO-TEACH SCHOOLCARE (PALM VIEW),150,COMPASSVALE BOW,PRO-TEACH SCHOOLCARE (PALM VIEW),150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822,544822,34443.1463947222,40643.6741011851,1.3838407564383,103.891215110737,150  Compassvale Bow
LIFE STUDENT CARE - PARK VIEW PRIMARY,60,PASIR RIS DRIVE 1,LIFE STUDENT CARE - PARK VIEW PRIMARY,60 PASIR RIS DRIVE 1 LIFE STUDENT CARE - PARK VIEW PRIMARY SINGAPORE 519524,519524,39783.5293153096,39999.8822296057,1.37801687647812,103.9392021807,60   PASIR RIS DRIVE 1
PARK VIEW PRIMARY SCHOOL,60,PASIR RIS DRIVE 1,PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1 PARK VIEW PRIMARY SCHOOL SINGAPORE 519524,519524,39821.3162899343,39929.5384668726,1.37738069854249,103.939541695654,60   PASIR RIS DRIVE 1
PASIR RIS CREST SECONDARY SCHOOL,11,PASIR RIS STREET 41,PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,42067.8542885976,39427.6259528883,1.37284060102246,103.959728202919,11   PASIR RIS STREET 41
COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY,5,PASIR RIS STREET 21,COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY,5 PASIR RIS STREET 21 COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY SINGAPORE 518968,518968,42423.3658017013,39384.6009523422,1.37245132722087,103.962922699031,5    PASIR RIS STREET 21
PASIR RIS PRIMARY SCHOOL,5,PASIR RIS STREET 21,PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968,518968,42410.5136828674,39380.9927665386,1.37241870245531,103.962807212116,5    PASIR RIS STREET 21
PASIR RIS SECONDARY SCHOOL,390,TAMPINES STREET 21,PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21 PASIR RIS SECONDARY SCHOOL SINGAPORE 529400,529400,40869.8736143373,37369.4000635836,1.35422732653396,103.948962626204,390  TAMPINES STREET 21
COMMIT LEARNING SCHOOLHOUSE @ PAYA LEBAR METHODIST GIRLS' SCHOOL,298,LORONG AH SOO,COMMIT LEARNING SCHOOLHOUSE @ PAYA LEBAR METHODIST GIRLS' SCHOOL,298 LORONG AH SOO COMMIT LEARNING SCHOOLHOUSE @ PAYA LEBAR METHODIST GIRLS' SCHOOL SINGAPORE 536741,536741,33734.5224694395,36929.8656870592,1.3502545600894,103.884846876112,298  LORONG AH SOO
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,298  LORONG AH SOO
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,33764.9220583495,37008.7061571106,1.35096755912522,103.885120050588,296  LOR AH SOO
ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL),16,LORONG 7 TOA PAYOH,ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL),16 LORONG 7 TOA PAYOH ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL) SINGAPORE 319320,319320,30450.8965329072,35439.718033338,1.33677864390672,103.855341310212,16   LORONG 7 TOA PAYOH
PEI CHUN PUBLIC SCHOOL,16,LORONG 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320,319320,30478.0803604238,35505.5040733535,1.33737358725951,103.855585578061,16   LORONG 7 TOA PAYOH
PEI CHUN SPORTS HALL,16,LORONG 7 TOA PAYOH,PEI CHUN SPORTS HALL,16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320,319320,30426.904010254,35470.1329983845,1.3370537079783,103.855125725873,16   LORONG 7 TOA PAYOH
ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY),7,PEI WAH AVENUE,ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY),7 PEI WAH AVENUE ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY) SINGAPORE 597610,597610,21648.9750402756,35582.9065720346,1.33807302121151,103.776250903095,7    PEI WAH AVENUE
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7,PEI WAH AVENUE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,597610,21632.898745548,35581.0631004851,1.33805634613048,103.776106448614,7    PEI WAH AVENUE
PEI HWA SECONDARY SCHOOL,21,FERNVALE LINK,PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702,797702,33023.8451944096,41366.172537256,1.39037504993234,103.878461745339,21   FERNVALE LINK
LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL),15,CLEMENTI AVENUE 5,LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL),15 CLEMENTI AVENUE 5 LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL) SINGAPORE 129857,129857,20668.2404885115,33215.772784153,1.31666529308968,103.767438999533,15   CLEMENTI AVENUE 5
MOE KINDERGARTEN @ PEI TONG,15,CLEMENTI AVENUE 5,MOE KINDERGARTEN @ PEI TONG,15 CLEMENTI AVENUE 5 MOE KINDERGARTEN @ PEI TONG SINGAPORE 129857,129857,20695.3221918512,33200.6604944393,1.31652862942944,103.767682345847,15   CLEMENTI AVENUE 5
PEI TONG PRIMARY SCHOOL,15,CLEMENTI AVENUE 5,PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,129857,20686.1367668323,33164.0863881912,1.31619786415976,103.767599818844,15   CLEMENTI AVENUE 5
PEICAI SECONDARY SCHOOL,10,SERANGOON AVENUE 4,PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094,556094,32083.411887873,37953.9001634661,1.35951583222214,103.870010749055,10   SERANGOON AVENUE 4
PEIRCE SECONDARY SCHOOL,10,SIN MING WALK,PEIRCE SECONDARY SCHOOL,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566,575566,27654.7276661592,38743.7738600355,1.36665944653812,103.83021606804,10   SIN MING WALK
COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27646.6270154091,44356.206750067,1.41741627551251,103.830143209875,651  YISHUN RING ROAD
PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27677.1059972411,44335.9849220216,1.41723339695904,103.830417090698,651  YISHUN RING ROAD
23 JURONG WEST STREET 81 SINGAPORE 649076,23,JURONG WEST STREET 81,NIL,23 JURONG WEST STREET 81 SINGAPORE 649076,649076,12607.0934523959,36773.4045769684,1.34883617453427,103.695003812477,23   JURONG WEST STREET 81
STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI),23,JURONG WEST STREET 81,STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI),23 JURONG WEST STREET 81 STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI) SINGAPORE 649076,649076,12591.9652114538,36760.6617860906,1.34872092582384,103.694867882674,23   JURONG WEST STREET 81
NASCANS @ POI CHING,21,TAMPINES STREET 71,NASCANS @ POI CHING,21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067,529067,39343.4048039075,37747.9287135638,1.35765121877679,103.935246486174,21   TAMPINES STREET 71
POI CHING SCHOOL,21,TAMPINES STREET 71,POI CHING SCHOOL,21 TAMPINES STREET 71 POI CHING SCHOOL SINGAPORE 529067,529067,39343.403805064,37747.9291978516,1.35765122315688,103.935246477199,21   TAMPINES STREET 71
TAMPINES MERIDIAN JUNIOR COLLEGE,21,PASIR RIS STREET 71,TAMPINES MERIDIAN JUNIOR COLLEGE,21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799,518799,39537.4294200996,39813.7284696326,1.37633346909682,103.936990723441,21   TAMPINES STREET 71
ANG MO KIO PRESBYTERIAN CHURCH,5209,ANG MO KIO AVENUE 6,ANG MO KIO PRESBYTERIAN CHURCH,5209 ANG MO KIO AVENUE 6 ANG MO KIO PRESBYTERIAN CHURCH SINGAPORE 569845,569845,29008.7518431395,40412.8958896007,1.38175437421949,103.842382968794,5209 ANG MO KIO AVENUE 6
PRESBYTERIAN HIGH SCHOOL,5209,ANG MO KIO AVENUE 6,PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6 PRESBYTERIAN HIGH SCHOOL SINGAPORE 569845,569845,29094.0439036526,40441.3768212926,1.38201194250223,103.843149382823,5209 ANG MO KIO AVENUE 6
TRUE GRACE PRESBYTERIAN CHURCH,5209,ANG MO KIO AVENUE 6,TRUE GRACE PRESBYTERIAN CHURCH,5209 ANG MO KIO AVENUE 6 TRUE GRACE PRESBYTERIAN CHURCH SINGAPORE 569845,569845,29014.1863385439,40418.4600833151,1.38180469460692,103.842431801992,5209 ANG MO KIO AVENUE 6
BIG HEART STUDENT CARE (PRINCESS ELIZABETH PRIMARY SCHOOL),30,BUKIT BATOK WEST AVENUE 3,BIG HEART STUDENT CARE (PRINCESS ELIZABETH PRIMARY SCHOOL),30 BUKIT BATOK WEST AVENUE 3 BIG HEART STUDENT CARE (PRINCESS ELIZABETH PRIMARY SCHOOL) SINGAPORE 659163,659163,17694.7193374345,36812.396792436,1.34919098857585,103.740719208011,30   BUKIT BATOK WEST AVENUE 3
MOE KINDERGARTEN @ PRINCESS ELIZABETH,30,BUKIT BATOK WEST AVENUE 3,MOE KINDERGARTEN @ PRINCESS ELIZABETH,30 BUKIT BATOK WEST AVENUE 3 MOE KINDERGARTEN @ PRINCESS ELIZABETH SINGAPORE 659163,659163,17648.9102877453,36838.4058892354,1.34942618948433,103.740307576571,30   BUKIT BATOK WEST AVENUE 3
PRINCESS ELIZABETH PRIMARY SCHOOL,30,BUKIT BATOK WEST AVENUE 3,PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163,659163,17728.1546840398,36813.7803722396,1.349203512653,103.74101964471,30   BUKIT BATOK WEST AVENUE 3
KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52,SUMANG WALK,KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52 SUMANG WALK KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL) SINGAPORE 828674,828674,35298.7904222226,43711.4672181848,1.41158455562454,103.89890448429,52   Sumang Walk
MOE KINDERGARTEN @ PUNGGOL COVE,52,SUMANG WALK,MOE KINDERGARTEN @ PUNGGOL COVE,52 SUMANG WALK MOE KINDERGARTEN @ PUNGGOL COVE SINGAPORE 828674,828674,35325.8871990182,43754.8758048899,1.41197712005806,103.899147983053,52   Sumang Walk
PUNGGOL COVE PRIMARY SCHOOL,52,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,35287.5991076548,43713.0898242556,1.41159923273069,103.898803921164,52   Sumang Walk
LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98,PUNGGOL WALK,LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98 PUNGGOL WALK LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL) SINGAPORE 828772,828772,35286.5548319491,42621.3463525623,1.40172590450528,103.898794262307,98   Punggol Walk
MOE KINDERGARTEN @ PUNGGOL GREEN,98,PUNGGOL WALK,MOE KINDERGARTEN @ PUNGGOL GREEN,98 PUNGGOL WALK MOE KINDERGARTEN @ PUNGGOL GREEN SINGAPORE 828772,828772,35284.0661983276,42694.8800883684,1.40239091736157,103.898771918364,98   Punggol Walk
PCF SPARKLETOTS KCARE CENTRE @ PUNGGOL GREEN,98,PUNGGOL WALK,PCF SPARKLETOTS KCARE CENTRE @ PUNGGOL GREEN,98 PUNGGOL WALK PCF SPARKLETOTS KCARE CENTRE @ PUNGGOL GREEN SINGAPORE 828772,828772,35279.4110732358,42622.933847772,1.40174026303645,103.89873007019,98   Punggol Walk
PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,98   Punggol Walk
AFTERSCHOOL @ PUNGGOL PRIMARY SCHOOL,61,HOUGANG AVENUE 8,AFTERSCHOOL @ PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8 AFTERSCHOOL @ PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,34827.3316768408,40020.0263597388,1.37820062547641,103.894667159512,61   HOUGANG AVENUE 8
PUNGGOL PRIMARY SCHOOL,61,HOUGANG AVENUE 8,PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8 PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,34809.5016854042,39975.1199013237,1.37779451191095,103.894506933668,61   HOUGANG AVENUE 8
PUNGGOL SECONDARY SCHOOL,51,EDGEFIELD PLAINS,PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870,828870,36446.0969829671,42658.0347204488,1.40205738421399,103.909213706482,51   EDGEFIELD PLAINS
LITTLE PROFESSORS LEARNING CENTRE PTE LTD (PUNGGOL VIEW PRIMARY),9,PUNGGOL PLACE,LITTLE PROFESSORS LEARNING CENTRE PTE LTD (PUNGGOL VIEW PRIMARY),9 PUNGGOL PLACE LITTLE PROFESSORS LEARNING CENTRE PTE LTD (PUNGGOL VIEW PRIMARY) SINGAPORE 828845,828845,36010.4358489802,42989.2062344458,1.40505250226058,103.905299026568,9    Punggol Place
MOE KINDERGARTEN @ PUNGGOL VIEW,9,PUNGGOL PLACE,MOE KINDERGARTEN @ PUNGGOL VIEW,9 PUNGGOL PLACE MOE KINDERGARTEN @ PUNGGOL VIEW SINGAPORE 828845,828845,35998.4134966517,43070.6434856262,1.4057889942173,103.905191018271,9    Punggol Place
PCF SPARKLETOTS KCARE CENTRE@PUNGGOL VIEW,9,PUNGGOL PLACE,PCF SPARKLETOTS KCARE CENTRE@PUNGGOL VIEW,9 PUNGGOL PLACE PCF SPARKLETOTS KCARE CENTRE@PUNGGOL VIEW SINGAPORE 828845,828845,36003.292059999,42994.7624979503,1.40510275305742,103.905234835236,9    Punggol Place
PUNGGOL VIEW PRIMARY SCHOOL,9,PUNGGOL PLACE,PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845,828845,35994.5599585725,42999.5250743832,1.40514582647962,103.905156371376,9    Punggol Place
AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19465.1912890384,32839.9119845238,1.3132658326807,103.756629101811,50   WEST COAST AVENUE
QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19477.8961843997,32838.2868056744,1.31325113867272,103.756743261958,50   WEST COAST AVENUE
POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL,5,WOODLANDS STREET 81,POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81 POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL SINGAPORE 738525,738525,22994.5556907868,47078.5773993656,1.44203596557592,103.788339762066,5    WOODLANDS STREET 81
